UMLS CUI,UMLS subject label,Custom predicate,Article PubMed ID,Article Title,Confidence
C0314603,Genetic,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,94"
C0679560,Genetic screening method,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"1,00"
C1420588,TARDBP gene,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"1,00"
C0231435,Mobile,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,96"
C2750321,TDP43-positive inclusions,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,88"
C0154682,Lateral Sclerosis,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,93"
C1634625,% live,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"1,00"
C0547044,Smaller,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"1,00"
C1540677,neuropathology disease,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,91"
C2985478,Mutation Carrier,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,88"
C1690006,Lattice corneal dystrophy Type I,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,93"
C0001779,Age,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,94"
C0004398,Autopsy,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,89"
C0729333,Dynamic,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,98"
C0475311,Harbor,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,89"
C0205314,New,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,89"
C1883221,Superkingdom (taxonomic category),MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,92"
C0439855,Complex,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,93"
C1521733,Pathologic,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,96"
C0020191,Hyalin,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"1,00"
C1521970,Characteristics,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,87"
C0297429,protein TDP-43,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,88"
C0205251,low,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,84"
C0524851,Neurodegenerative Disorders,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,88"
C0205451,Five,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,93"
C2828008,Burden,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,94"
C0439064,Numerous,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,82"
C0683143,RNA metabolic process,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,94"
C0442805,Increase,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,87"
C0033684,Proteins,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,94"
C0237876,Sharing (Social Behavior),MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,94"
C0015127,Etiology aspects,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,90"
C0338451,Frontotemporal dementia,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,84"
C0205396,Identified,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,90"
C1257888,Phase Transition,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,90"
C3158802,stress granule disassembly,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,82"
C1420729,TIA1 gene,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,81"
C0236642,Pick Disease of the Brain,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,89"
C0007634,Cells,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"1,00"
C1518422,Negation,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"1,00"
C0699748,Pathogenesis,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"1,00"
C0332282,Following,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,88"
C0026882,Mutation,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,93"
C3826426,Dynamics,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,93"
C1881839,Million,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,93"
C1948020,Overlap,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,92"
C0205210,Clinical,MENTIONED_IN,28817800,TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics.,"0,94"
C1317574,Note (document),MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"1,00"
C0043210,Woman,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"1,00"
C2346729,Ambiguity,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"1,00"
C1511726,Data,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,98"
C0728887,Preserving,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"1,00"
C0596070,American,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"1,00"
C1521738,Field,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,84"
C1522240,Process,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,85"
C0035820,Social Role,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,96"
C0449445,Approach,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,93"
C0027361,Persons,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,93"
C2603343,Study,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"1,00"
C0009452,Communication,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,88"
C0205125,Depth,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,92"
C3245512,HL7PublishingSubSection <practice>,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,89"
C0849355,Removed,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,93"
C0521116,Current (present time),MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,94"
C0035201,Resources,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,89"
C2982691,Reside,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,98"
C0439234,year,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,89"
C1510992,Average,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,89"
C2926735,Duration,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,92"
C0016770,Frustration,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,93"
C0025266,Male population group,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,96"
C1964257,Observation - diagnostic procedure,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"1,00"
C0750572,Estimated,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,87"
C0243095,Finding,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,88"
C1706907,Background,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,84"
C0441833,Groups,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,88"
C0002395,Alzheimer's Disease,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,93"
C0871071,phenomenology,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,94"
C1274040,Result,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,82"
C0037633,Solutions,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,94"
C1285529,Purpose,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,87"
C0018379,Guilt,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,94"
C0814058,negative emotionality,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,94"
C0205250,High,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,90"
C0870078,Sampling,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,84"
C0205453,Seven,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,90"
C2700280,World,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,90"
C0683954,research results,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,82"
C0332272,Better,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,81"
C0205454,Eight,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,89"
C0205448,Two,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"1,00"
C0086282,Family member,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"1,00"
C0036588,Self,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"1,00"
C1707478,Conclusion,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,88"
C0679646,Participant,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,93"
C0021822,Interview,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,93"
C0376554,Knowledge,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,93"
C0085537,Caregiver,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,92"
C3827420,Wrong,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,94"
C0025663,Methods,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"1,00"
C0444454,Access,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"1,00"
C0013636,"Education, Nursing",MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"1,00"
C0680220,majority,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,98"
C1279919,Early,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"1,00"
C0497327,Dementia,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"1,00"
C0205191,chronic,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,84"
C0011900,Diagnosis,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,85"
C0004448,Awareness,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,96"
C1517945,Loss,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,93"
C0870642,Hermeneutics,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,93"
C0679909,health care planning,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"1,00"
C0086279,Family Caregivers,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,88"
C0596545,Experience,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,92"
C2926606,Procedure findings:Finding:Point in time:^Patient:Narrative,MENTIONED_IN,28806278,CE: Original Research: The Experience of Transitioning to a Caregiving Role for a Family Member with Alzheimer's Disease or Related Dementia.,"0,89"
C0521114,Infrequent,MENTIONED_IN,28802469,Complementary and Integrative Medicine for Neurologic Conditions.,"0,90"
C0332183,Frequent,MENTIONED_IN,28802469,Complementary and Integrative Medicine for Neurologic Conditions.,"0,90"
C0042153,utilization qualifier,MENTIONED_IN,28802469,Complementary and Integrative Medicine for Neurologic Conditions.,"0,82"
C0597815,crystal healing,MENTIONED_IN,28802469,Complementary and Integrative Medicine for Neurologic Conditions.,"0,81"
C1522138,shared attribute,MENTIONED_IN,28802469,Complementary and Integrative Medicine for Neurologic Conditions.,"0,89"
C1513305,Mind-Body Medicine,MENTIONED_IN,28802469,Complementary and Integrative Medicine for Neurologic Conditions.,"1,00"
C0027765,nervous system disorder,MENTIONED_IN,28802469,Complementary and Integrative Medicine for Neurologic Conditions.,"1,00"
C0015259,Exercise,MENTIONED_IN,28802469,Complementary and Integrative Medicine for Neurologic Conditions.,"1,00"
C1880152,Complementary or Alternative Medical Procedure,MENTIONED_IN,28802469,Complementary and Integrative Medicine for Neurologic Conditions.,"0,88"
C0149931,Migraine Disorders,MENTIONED_IN,28802469,Complementary and Integrative Medicine for Neurologic Conditions.,"0,93"
C0242295,Dietary Supplements,MENTIONED_IN,28802469,Complementary and Integrative Medicine for Neurologic Conditions.,"0,93"
C2945704,Conventional Treatment,MENTIONED_IN,28802469,Complementary and Integrative Medicine for Neurologic Conditions.,"0,93"
C0394664,Acupuncture procedure,MENTIONED_IN,28802469,Complementary and Integrative Medicine for Neurologic Conditions.,"1,00"
C0199176,Prophylactic treatment,MENTIONED_IN,28802469,Complementary and Integrative Medicine for Neurologic Conditions.,"0,98"
C0007286,Carpal Tunnel Syndrome,MENTIONED_IN,28802469,Complementary and Integrative Medicine for Neurologic Conditions.,"1,00"
C1705938,Base - General Qualifier,MENTIONED_IN,28802469,Complementary and Integrative Medicine for Neurologic Conditions.,"1,00"
C0392209,Nutritional status,MENTIONED_IN,28802469,Complementary and Integrative Medicine for Neurologic Conditions.,"0,84"
C1707391,Choose (action),MENTIONED_IN,28802469,Complementary and Integrative Medicine for Neurologic Conditions.,"0,85"
C1148475,Complementary and alternative medicine,MENTIONED_IN,28802469,Complementary and Integrative Medicine for Neurologic Conditions.,"0,96"
C0695347,Modality,MENTIONED_IN,28802469,Complementary and Integrative Medicine for Neurologic Conditions.,"0,93"
C0392756,Reduced,MENTIONED_IN,28802038,TREM2 Maintains Microglial Metabolic Fitness in Alzheimer's Disease.,"0,93"
C0162327,RNA Sequence,MENTIONED_IN,28802038,TREM2 Maintains Microglial Metabolic Fitness in Alzheimer's Disease.,"1,00"
C0332452,defective,MENTIONED_IN,28802038,TREM2 Maintains Microglial Metabolic Fitness in Alzheimer's Disease.,"0,88"
C0521390,neuronal,MENTIONED_IN,28802038,TREM2 Maintains Microglial Metabolic Fitness in Alzheimer's Disease.,"0,92"
C0443318,Sustained,MENTIONED_IN,28802038,TREM2 Maintains Microglial Metabolic Fitness in Alzheimer's Disease.,"0,89"
C0031308,Phagocytosis,MENTIONED_IN,28802038,TREM2 Maintains Microglial Metabolic Fitness in Alzheimer's Disease.,"0,90"
C1636779,% deficient,MENTIONED_IN,28802038,TREM2 Maintains Microglial Metabolic Fitness in Alzheimer's Disease.,"0,90"
C0035647,Risk,MENTIONED_IN,28802038,TREM2 Maintains Microglial Metabolic Fitness in Alzheimer's Disease.,"0,82"
C0010286,Creatine,MENTIONED_IN,28802038,TREM2 Maintains Microglial Metabolic Fitness in Alzheimer's Disease.,"0,81"
C0175996,Protoplasm,MENTIONED_IN,28802038,TREM2 Maintains Microglial Metabolic Fitness in Alzheimer's Disease.,"0,89"
C1533691,in vitro,MENTIONED_IN,28802038,TREM2 Maintains Microglial Metabolic Fitness in Alzheimer's Disease.,"0,93"
C0439673,Unknown,MENTIONED_IN,28802038,TREM2 Maintains Microglial Metabolic Fitness in Alzheimer's Disease.,"0,92"
C0025519,Metabolism,MENTIONED_IN,28802038,TREM2 Maintains Microglial Metabolic Fitness in Alzheimer's Disease.,"0,94"
C0024432,macrophage,MENTIONED_IN,28802038,TREM2 Maintains Microglial Metabolic Fitness in Alzheimer's Disease.,"1,00"
C0449295,Limitation,MENTIONED_IN,28802038,TREM2 Maintains Microglial Metabolic Fitness in Alzheimer's Disease.,"1,00"
C0220781,Anabolism,MENTIONED_IN,28802038,TREM2 Maintains Microglial Metabolic Fitness in Alzheimer's Disease.,"1,00"
C0205419,Variant,MENTIONED_IN,28802038,TREM2 Maintains Microglial Metabolic Fitness in Alzheimer's Disease.,"0,98"
C0038952,Continuance of life,MENTIONED_IN,28802038,TREM2 Maintains Microglial Metabolic Fitness in Alzheimer's Disease.,"1,00"
C3842459,Energetic,MENTIONED_IN,28802038,TREM2 Maintains Microglial Metabolic Fitness in Alzheimer's Disease.,"1,00"
C0205148,Surface,MENTIONED_IN,28802038,TREM2 Maintains Microglial Metabolic Fitness in Alzheimer's Disease.,"0,84"
C0178539,Cellular,MENTIONED_IN,28802038,TREM2 Maintains Microglial Metabolic Fitness in Alzheimer's Disease.,"0,85"
C0009085,statistical cluster,MENTIONED_IN,28802038,TREM2 Maintains Microglial Metabolic Fitness in Alzheimer's Disease.,"0,96"
C0611285,"APP protein, human",MENTIONED_IN,28802038,TREM2 Maintains Microglial Metabolic Fitness in Alzheimer's Disease.,"0,93"
